Research ID,Batch ID,Medical Marijuana Center,Medical Marijuana Cultivation License,MM Manufacturer's,Manufacturer's License,Retail Marijuana Cultivation License,Retail Store,Retail Products Manufacturing
CO424244,2016-02-12-GD,402-00251,403-00375,,,,,
CO424244,2016-02-12-GG,402-00251,403-00375,,,,,
CO424244,2016-02-12-CH,402-00251,403-00375,,,,,
CO424244,2016-02-12-DW,402-00251,403-00375,,,,,
CO424244,2016-02-12-DP,402-00251,403-00375,,,,,
CO424244,2016-02-12-DRY ROOM-H,402-00251,403-00375,,,,,
CO424244,2016-02-12-HB,402-00251,403-00375,,,,,
CO424244,2016-02-12-HG,402-00251,403-00375,,,,,
CO424244,2016-02-12-PG,402-00251,403-00375,,,,,
CO424244,2016-02-12-RE,402-00251,403-00375,,,,,
CO424244,2016-02-12-TP,402-00251,403-00375,,,,,
CO424244,2016-02-12-SZ,402-00251,403-00375,,,,,
CO424244,2016-02-04-DW,402-00251,403-00375,,,,,
CO424244,2016-02-04-GG,402-00251,403-00375,,,,,
CO424244,2016-02-04-GU,402-00251,403-00375,,,,,
CO424244,2016-02-04-PG,402-00251,403-00375,,,,,
CO424244,2016-02-04-SD,402-00251,403-00375,,,,,
CO424244,2016-02-04-WF,402-00251,403-00375,,,,,
CO424244,2016-01-29-XX,402-00251,403-00375,,,,,
CO424244,2016-01-29-CO,402-00251,403-00375,,,,,
CO424244,2016-01-29-DW,402-00251,403-00375,,,,,
CO424244,2016-01-29-FO,402-00251,403-00375,,,,,
CO424244,2016-01-29-GD,402-00251,403-00375,,,,,
CO424244,2016-01-29-GA,402-00251,403-00375,,,,,
CO424244,2016-01-29-GX,402-00251,403-00375,,,,,
CO424244,2016-01-29-TP,402-00251,403-00375,,,,,
CO424244,2016-01-29-MK,402-00251,403-00375,,,,,
CO424244,2016-01-29-NY,402-00251,403-00375,,,,,
CO424244,2016-01-29-P1,402-00251,403-00375,,,,,
CO424244,2016-01-29-RE,402-00251,403-00375,,,,,
CO424244,2016-01-29-SZ,402-00251,403-00375,,,,,
CO424244,2016-01-29-SD,402-00251,403-00375,,,,,
CO424244,2016-01-29-BD,402-00251,403-00375,,,,,
CO424244,2016-01-26-CO,402-00251,403-00375,,,,,
CO424244,2016-01-26-CP,402-00251,403-00375,,,,,
CO424244,2016-01-26-GD,402-00251,403-00375,,,,,
CO424244,2016-01-26-GA,402-00251,403-00375,,,,,
CO424244,2016-01-26-GU,402-00251,403-00375,,,,,
CO424244,2016-01-26-DRY ROOM-H,402-00251,403-00375,,,,,
CO424244,2016-01-26-HG,402-00251,403-00375,,,,,
CO424244,2016-01-26-NY,402-00251,403-00375,,,,,
CO424244,2016-01-26-RE,402-00251,403-00375,,,,,
CO424244,2016-01-26-TP,402-00251,403-00375,,,,,
CO424244,2016-01-25-CP,402-00251,403-00375,,,,,
CO424244,2016-01-25-DS,402-00251,403-00375,,,,,
CO424244,2016-01-25-NY,402-00251,403-00375,,,,,
CO424244,2016-01-25-SL,402-00251,403-00375,,,,,
CO424244,2016-01-25-TR,402-00251,403-00375,,,,,
CO424244,2016-01-25-XX,402-00251,403-00375,,,,,
CO424244,2016-01-25-PA,402-00251,403-00375,,,,,
CO424244,2016-01-25-RE,402-00251,403-00375,,,,,
CO424244,2016-01-18-DW,402-00251,403-00375,,,,,
CO424244,2016-01-18-DRY ROOM-H,402-00251,403-00375,,,,,
CO424244,2016-01-14-TP,402-00251,403-00375,,,,,
CO424244,2016-01-14-DW,402-00251,403-00375,,,,,
CO424244,2016-01-08-C4,402-00251,403-00375,,,,,
CO424244,2016-01-08-CQ,402-00251,403-00375,,,,,
CO424244,2016-01-08-RE,402-00251,403-00375,,,,,
CO424244,2016-01-08-DW,402-00251,403-00375,,,,,
CO424244,2016-01-08-GA,402-00251,403-00375,,,,,
CO424244,2016-01-08-P1,402-00251,403-00375,,,,,
CO424244,2016-01-08-GX,402-00251,403-00375,,,,,
CO424244,2016-01-08-GD,402-00251,403-00375,,,,,
CO424244,2015-12-29-DW,402-00251,403-00375,,,,,
CO424244,2015-12-29-GU,402-00251,403-00375,,,,,
CO424244,2015-12-29-PT,402-00251,403-00375,,,,,
CO424244,2015-12-29-MK,402-00251,403-00375,,,,,
CO424244,2015-12-29-PP,402-00251,403-00375,,,,,
CO424255,AK 1016,402-00583,403-00865,,,,,
CO424255,AK 1307,402-00583,403-00865,,,,,
CO424255,AK 9360,402-00583,403-00865,,,,,
CO424255,AK 9721,402-00583,403-00865,,,,,
CO424255,BBK 4170,402-00583,403-00865,,,,,
CO424255,BBK 4361,402-00583,403-00865,,,,,
CO424255,BD 1628,402-00583,403-00865,,,,,
CO424255,BD 2037,402-00583,403-00865,,,,,
CO424255,BK 3568,402-00583,403-00865,,,,,
CO424255,BK 4312,402-00583,403-00865,,,,,
CO424255,BK6380,402-00583,403-00865,,,,,
CO424255,BTG 4828,402-00583,403-00865,,,,,
CO424255,BTG 6957,402-00583,403-00865,,,,,
CO424255,BTG 7407,402-00583,403-00865,,,,,
CO424255,C2.0 0525,402-00583,403-00865,,,,,
CO424255,C2.0 4413,402-00583,403-00865,,,,,
CO424255,c2.0 5344,402-00583,403-00865,,,,,
CO424255,C2.0 9795,402-00583,403-00865,,,,,
CO424255,CD 0086,402-00583,403-00865,,,,,
CO424255,CD 1029,402-00583,403-00865,,,,,
CO424255,CD 1945,402-00583,403-00865,,,,,
CO424255,CD 2507,402-00583,403-00865,,,,,
CO424255,CD 2825,402-00583,403-00865,,,,,
CO424255,CD 4483,402-00583,403-00865,,,,,
CO424255,CD 4990,402-00583,403-00865,,,,,
CO424255,CD 6415,402-00583,403-00865,,,,,
CO424255,CD 6996,402-00583,403-00865,,,,,
CO424255,CD 7652,402-00583,403-00865,,,,,
CO424255,CD3373,402-00583,403-00865,,,,,
CO424255,CT 2095,402-00583,403-00865,,,,,
CO424255,CT 6146,402-00583,403-00865,,,,,
CO424255,CT 6987,402-00583,403-00865,,,,,
CO424255,CT 9969,402-00583,403-00865,,,,,
CO424255,Flo 1130,402-00583,403-00865,,,,,
CO424255,Flo 3861,402-00583,403-00865,,,,,
CO424255,FLO 4148,402-00583,403-00865,,,,,
CO424255,FLO 5473,402-00583,403-00865,,,,,
CO424255,FLO 6860,402-00583,403-00865,,,,,
CO424255,Flo 7380,402-00583,403-00865,,,,,
CO424255,FLO 8444,402-00583,403-00865,,,,,
CO424255,Flo 9665,402-00583,403-00865,,,,,
CO424255,GA 2904,402-00583,403-00865,,,,,
CO424255,GA 8144,402-00583,403-00865,,,,,
CO424255,GA 8672,402-00583,403-00865,,,,,
CO424255,GA 9358,402-00583,403-00865,,,,,
CO424255,GA 9765,402-00583,403-00865,,,,,
CO424255,GC 3172,402-00583,403-00865,,,,,
CO424255,GC 4951,402-00583,403-00865,,,,,
CO424255,GC 5478,402-00583,403-00865,,,,,
CO424255,GC 6118,402-00583,403-00865,,,,,
CO424255,GC 6330,402-00583,403-00865,,,,,
CO424255,GC 6767,402-00583,403-00865,,,,,
CO424255,GD 0017,402-00583,403-00865,,,,,
CO424255,GD 1362,402-00583,403-00865,,,,,
CO424255,GD 4271,402-00583,403-00865,,,,,
CO424255,GD 5773,402-00583,403-00865,,,,,
CO424255,GD 6101,402-00583,403-00865,,,,,
CO424255,GD 6711,402-00583,403-00865,,,,,
CO424255,GD 8925,402-00583,403-00865,,,,,
CO424255,GD4106,402-00583,403-00865,,,,,
CO424255,GG 1454,402-00583,403-00865,,,,,
CO424255,GG 1834,402-00583,403-00865,,,,,
CO424255,GG 3108,402-00583,403-00865,,,,,
CO424255,GG 4687,402-00583,403-00865,,,,,
CO424255,GG 6385,402-00583,403-00865,,,,,
CO424255,GG 9548,402-00583,403-00865,,,,,
CO424255,GG 9981,402-00583,403-00865,,,,,
CO424255,GG6971,402-00583,403-00865,,,,,
CO424255,IGF 3261,402-00583,403-00865,,,,,
CO424255,IGF 5184,402-00583,403-00865,,,,,
CO424255,IGF 5682,402-00583,403-00865,,,,,
CO424255,IGF 6270,402-00583,403-00865,,,,,
CO424255,IGF 6485,402-00583,403-00865,,,,,
CO424255,KB 0126,402-00583,403-00865,,,,,
CO424255,KB 5440,402-00583,403-00865,,,,,
CO424255,KB 7782,402-00583,403-00865,,,,,
CO424255,KB5272,402-00583,403-00865,,,,,
CO424255,LAV 1810,402-00583,403-00865,,,,,
CO424255,Lav 8786,402-00583,403-00865,,,,,
CO424255,MB 0865,402-00583,403-00865,,,,,
CO424255,MB 4678,402-00583,403-00865,,,,,
CO424255,MB 4785,402-00583,403-00865,,,,,
CO424255,MB 5521,402-00583,403-00865,,,,,
CO424255,P98 6604,402-00583,403-00865,,,,,
CO424255,P98 6742,402-00583,403-00865,,,,,
CO424255,P98 7762,402-00583,403-00865,,,,,
CO424255,SB 3821,402-00583,403-00865,,,,,
CO424255,SB 5756,402-00583,403-00865,,,,,
CO424255,SB 6441,402-00583,403-00865,,,,,
CO424255,SD 2531,402-00583,403-00865,,,,,
CO424255,SD 2603,402-00583,403-00865,,,,,
CO424255,SD 3304,402-00583,403-00865,,,,,
CO424255,SD 4940,402-00583,403-00865,,,,,
CO424255,SD 6586,402-00583,403-00865,,,,,
CO424255,SD 7828,402-00583,403-00865,,,,,
CO424255,SS 0425,402-00583,403-00865,,,,,
CO424255,SS 2503,402-00583,403-00865,,,,,
CO424255,SS 5221,402-00583,403-00865,,,,,
CO424255,SS 5386,402-00583,403-00865,,,,,
CO424255,SS 9141,402-00583,403-00865,,,,,
CO424255,01-0-16-GG 9880,,,,,403R-00216,,
CO424255,01-04-16-BK 9171,,,,,403R-00216,,
CO424255,R0-2-8-16-BD 6359,,,,,403R-00216,,
CO424255,R0-2-8-16-BTG 9043,,,,,403R-00216,,
CO424255,R0-2-8-16-CD 6413,,,,,403R-00216,,
CO424255,R0-2-8-16-GA 5950,,,,,403R-00216,,
CO424255,R0-2-8-16-GC 9420,,,,,403R-00216,,
CO424255,R0-2-8-16-GD 4737,,,,,403R-00216,,
CO424255,R0-2-8-16-MB 1301,,,,,403R-00216,,
CO424255,R1-15-16-GG 3074,,,,,403R-00216,,
CO424255,R1-2-15-16-AK 1686,,,,,403R-00216,,
CO424255,R1-2-15-16-AK 2611,,,,,403R-00216,,
CO424255,R1-2-15-16-AK 3702,,,,,403R-00216,,
CO424255,R1-2-15-16-CD 4612,,,,,403R-00216,,
CO424255,R1-2-15-16-CD 5218,,,,,403R-00216,,
CO424255,R1-2-15-16-CD 5526,,,,,403R-00216,,
CO424255,R1-2-15-16-CD 6930,,,,,403R-00216,,
CO424255,R1-2-15-16-FLO 1605,,,,,403R-00216,,
CO424255,R1-2-15-16-GC 1593,,,,,403R-00216,,
CO424255,R1-2-15-16-GC 4371,,,,,403R-00216,,
CO424255,R1-2-15-16-GD 1127,,,,,403R-00216,,
CO424255,R1-2-15-16-GD 6569,,,,,403R-00216,,
CO424255,R1-2-15-16-GD 9790,,,,,403R-00216,,
CO424255,R1-2-15-16-LAV 2510,,,,,403R-00216,,
CO424255,R1-2-15-16-MB 2798,,,,,403R-00216,,
CO424255,R1-2-15-16-SD 6332,,,,,403R-00216,,
CO424255,R1-2-8-16-SB 7786,,,,,403R-00216,,
CO424255,R2-2-22-16-AK 1617,,,,,403R-00216,,
CO424255,R2-2-22-16-BD 6307,,,,,403R-00216,,
CO424255,R2-2-22-16-BK 5964,,,,,403R-00216,,
CO424255,R2-2-22-16-BTG 6224,,,,,403R-00216,,
CO424255,R2-2-22-16-CD 7391,,,,,403R-00216,,
CO424255,R2-2-22-16-Flo 1364,,,,,403R-00216,,
CO424255,R2-2-22-16-Flo 9357,,,,,403R-00216,,
CO424255,R2-2-22-16-KB 4906,,,,,403R-00216,,
CO424255,R2-2-22-16-MB 4827,,,,,403R-00216,,
CO424255,R2-2-22-16-MB 5768,,,,,403R-00216,,
CO424255,R2-2-22-16-MB 7779,,,,,403R-00216,,
CO424255,R2-2-22-16-P98 3089,,,,,403R-00216,,
CO424255,R2-2-22-16-P98 9496,,,,,403R-00216,,
CO424255,R2-2-22-16-SB 8046,,,,,403R-00216,,
CO424255,R2-2-22-16-SD 0566,,,,,403R-00216,,
CO424255,R2-2-22-16-SD 3842,,,,,403R-00216,,
CO424255,R3-12-12-15 SS5149,,,,,403R-00216,,
CO424255,R3-12-21-15-BBK 5614,,,,,403R-00216,,
CO424255,R3-12-21-15-BD 8054,,,,,403R-00216,,
CO424255,R3-12-21-15-CD 3421,,,,,403R-00216,,
CO424255,R3-12-21-15-FLO 9451,,,,,403R-00216,,
CO424255,R3-12-21-15-IGF 5107,,,,,403R-00216,,
CO424255,R3-12-21-15-KB 1874,,,,,403R-00216,,
CO424255,R3-12-21-15-KB 5096,,,,,403R-00216,,
CO424255,R3-21-15 CD2358,,,,,403R-00216,,
CO424255,R3-2-19-16-GC 7858,,,,,403R-00216,,
CO424255,R3-2-22-16-GG 2434,,,,,403R-00216,,
CO424255,R3-2-29-16-AK 0841,,,,,403R-00216,,
CO424255,R3-2-29-16-BD 3704,,,,,403R-00216,,
CO424255,R3-2-29-16-BD 4768,,,,,403R-00216,,
CO424255,R3-2-29-16-Flo 5029,,,,,403R-00216,,
CO424255,R3-2-29-16-Flo 6578,,,,,403R-00216,,
CO424255,R3-2-29-16-GD 7096,,,,,403R-00216,,
CO424255,R3-2-29-16-GD 9168,,,,,403R-00216,,
CO424255,R3-2-29-16-GG 1970,,,,,403R-00216,,
CO424255,R3-2-29-16-IGF 2322,,,,,403R-00216,,
CO424255,R3-2-29-16-KB 1285,,,,,403R-00216,,
CO424255,R3-2-29-16-KB 5735,,,,,403R-00216,,
CO424255,R3-2-29-16-MB 2324,,,,,403R-00216,,
CO424255,R3-2-29-16-MB 7805,,,,,403R-00216,,
CO424255,R3-2-29-16-P98 9593,,,,,403R-00216,,
CO424255,R3-2-29-16-SD 3063,,,,,403R-00216,,
CO424255,R3-2-29-16-SS 7989,,,,,403R-00216,,
CO424255,R4-12-28-15-AK8687,,,,,403R-00216,,
CO424255,R4-12-28-15-BBK 2124,,,,,403R-00216,,
CO424255,R4-12-28-15-GA9894,,,,,403R-00216,,
CO424255,R4-12-28-15-GD 1803,,,,,403R-00216,,
CO424255,R4-12-28-15-GD3728,,,,,403R-00216,,
CO424255,R4-12-28-15-GG6897,,,,,403R-00216,,
CO424255,R4-12-28-15-KB 5645,,,,,403R-00216,,
CO424255,R4-12-28-15-KB 8160,,,,,403R-00216,,
CO424255,R4-12-28-15-P98,,,,,403R-00216,,
CO424255,R4-12-28-15-P980235,,,,,403R-00216,,
CO424255,R4-3-7-16-BD 6126,,,,,403R-00216,,
CO424255,R4-3-7-16-BD 8632,,,,,403R-00216,,
CO424255,R4-3-7-16-BTG 4152,,,,,403R-00216,,
CO424255,R4-3-7-16-C2.0 9272,,,,,403R-00216,,
CO424255,R4-3-7-16-CD 5093,,,,,403R-00216,,
CO424255,R4-3-7-16-Flo 6656,,,,,403R-00216,,
CO424255,R4-3-7-16-Flo 7272,,,,,403R-00216,,
CO424255,R-4-3-7-16-GG 6962,,,,,403R-00216,,
CO424255,R4-3-7-16-GG 8781,,,,,403R-00216,,
CO424255,R4-3-7-16-IGF 4060,,,,,403R-00216,,
CO424255,R4-3-7-16-KB 1318,,,,,403R-00216,,
CO424255,R4-3-7-16-Lav 0814,,,,,403R-00216,,
CO424255,R4-3-7-16-MB 6807,,,,,403R-00216,,
CO424255,R4-3-7-16-P98 5986,,,,,403R-00216,,
CO424255,R4-3-7-16-SB 1555,,,,,403R-00216,,
CO424255,R4-3-7-16-SB 9427,,,,,403R-00216,,
CO424255,R5-01-04-16-BBK 0069,,,,,403R-00216,,
CO424255,R5-01-04-16-GD 2879,,,,,403R-00216,,
CO424255,R5-01-04-16-MB 8496,,,,,403R-00216,,
CO424255,R5-1-4-15-GC3322,,,,,403R-00216,,
CO424255,R5-1-4-15-GG9842,,,,,403R-00216,,
CO424255,R5-1-4-15-IGF4338,,,,,403R-00216,,
CO424255,R5-1-4-15-SD4203,,,,,403R-00216,,
CO424255,R5-3-14-16-P98 3857,,,,,403R-00216,,
CO424255,R6-1-11-16- GC 5323,,,,,403R-00216,,
CO424255,R6-1-11-16-BD 7201,,,,,403R-00216,,
CO424255,R6-1-11-16-C2.0 9159,,,,,403R-00216,,
CO424255,R6-1-11-16-CD 3005,,,,,403R-00216,,
CO424255,R6-1-11-16-FLO 1317,,,,,403R-00216,,
CO424255,R6-1-11-16-GC 4625,,,,,403R-00216,,
CO424255,R6-1-11-16-GD 4208,,,,,403R-00216,,
CO424255,R6-1-11-16-KB 1652,,,,,403R-00216,,
CO424255,R6-1-11-16-P98 8360,,,,,403R-00216,,
CO424255,R6-1-11-16-SD 0140,,,,,403R-00216,,
CO424255,R6-1-11-16-SD 1445,,,,,403R-00216,,
CO424255,R6-1-11-16-SD 8030,,,,,403R-00216,,
CO424255,R6-1-11-16-SS 6962,,,,,403R-00216,,
CO424255,R7-11-18-16-MB 2992,,,,,403R-00216,,
CO424255,R7-1-18-16-AK 3894,,,,,403R-00216,,
CO424255,R7-1-18-16-AK 8373,,,,,403R-00216,,
CO424255,R7-1-18-16-AK 9385,,,,,403R-00216,,
CO424255,R7-1-18-16-BBK 4953,,,,,403R-00216,,
CO424255,R7-1-18-16-BBK 4966,,,,,403R-00216,,
CO424255,R7-1-18-16-BD 1939,,,,,403R-00216,,
CO424255,R7-1-18-16-BK 4346,,,,,403R-00216,,
CO424255,R7-1-18-16-BTG 9416,,,,,403R-00216,,
CO424255,R7-1-18-16-C2.0 4921,,,,,403R-00216,,
CO424255,R7-1-18-16-GA 3588,,,,,403R-00216,,
CO424255,R7-1-18-16-GA 5845,,,,,403R-00216,,
CO424255,R7-1-18-16-GC 2280,,,,,403R-00216,,
CO424255,R7-1-18-16-GC 2403,,,,,403R-00216,,
CO424255,R7-1-18-16-GD 3227,,,,,403R-00216,,
CO424255,R7-1-18-16-GD 5678,,,,,403R-00216,,
CO424255,R7-1-18-16-GG 8259,,,,,403R-00216,,
CO424255,R7-1-18-16-GG 9505,,,,,403R-00216,,
CO424255,R7-1-18-16-IGF 3782,,,,,403R-00216,,
CO424255,R7-1-18-16-IGF 4898,,,,,403R-00216,,
CO424255,R7-1-18-16-IGF 8112,,,,,403R-00216,,
CO424255,R7-1-18-16-MB 7959,,,,,403R-00216,,
CO424255,R7-1-18-16-SD 0175,,,,,403R-00216,,
CO424255,R7-1-18-16-SD 4666,,,,,403R-00216,,
CO424255,R7-1-18-16-SS 5108,,,,,403R-00216,,
CO424255,R7-1-18-16-SS 5211,,,,,403R-00216,,
CO424255,R7-1-18-16-SS 9449,,,,,403R-00216,,
CO424255,R8-1-25*-16-CD 9388,,,,,403R-00216,,
CO424255,R8-1-25-16-BBK 2035,,,,,403R-00216,,
CO424255,R8-1-25-16-BD 4729,,,,,403R-00216,,
CO424255,R8-1-25-16-BK 1681,,,,,403R-00216,,
CO424255,R8-1-25-16-BTG 9949,,,,,403R-00216,,
CO424255,R8-1-25-16-CD 3799,,,,,403R-00216,,
CO424255,R8-1-25-16-Flo 4404,,,,,403R-00216,,
CO424255,R8-1-25-16-GA 5355,,,,,403R-00216,,
CO424255,R8-1-25-16-GC 2314,,,,,403R-00216,,
CO424255,R8-1-25-16-GG 4699,,,,,403R-00216,,
CO424255,R8-1-25-16-GG 6276,,,,,403R-00216,,
CO424255,R8-1-25-16-IGF 7008,,,,,403R-00216,,
CO424255,R8-1-25-16-IGF 7841,,,,,403R-00216,,
CO424255,R8-1-25-16-P98 4103,,,,,403R-00216,,
CO424255,R8-1-25-16-P98 5531,,,,,403R-00216,,
CO424255,R8-1-25-16-P98 9300,,,,,403R-00216,,
CO424255,R8-1-25-16-SD 6928,,,,,403R-00216,,
CO424255,R8-1-25-18-GA 8059,,,,,403R-00216,,
CO424255,R8-1-28-16-BK 3811,,,,,403R-00216,,
CO424255,R9-2-1*-16-GG 0338,,,,,403R-00216,,
CO424255,R9-2-1-16-AK 7246,,,,,403R-00216,,
CO424255,R9-2-1-16-BBK 4676,,,,,403R-00216,,
CO424255,R9-2-1-16-BBK 6192,,,,,403R-00216,,
CO424255,R9-2-1-16-BTG 3681,,,,,403R-00216,,
CO424255,R9-2-1-16-BTG 9592,,,,,403R-00216,,
CO424255,R9-2-1-16-CD 0094,,,,,403R-00216,,
CO424255,R9-2-1-16-CD 1558,,,,,403R-00216,,
CO424255,R9-2-1-16-Flo 4676,,,,,403R-00216,,
CO424255,R9-2-1-16-Flo 5513,,,,,403R-00216,,
CO424255,R9-2-1-16-GA 4728,,,,,403R-00216,,
CO424255,R9-2-1-16-GC 1250,,,,,403R-00216,,
CO424255,R9-2-1-16-GC 8322,,,,,403R-00216,,
CO424255,R9-2-1-16-GC 9208,,,,,403R-00216,,
CO424255,R9-2-1-16-GG 8616,,,,,403R-00216,,
CO424255,R9-2-1-16-KB 3925,,,,,403R-00216,,
CO424255,R9-2-1-16-LAV 0126,,,,,403R-00216,,
CO424255,R9-2-1-16-MB 9129,,,,,403R-00216,,
CO424255,R9-2-1-16-P98 4313,,,,,403R-00216,,
CO424255,R9-2-1-16-SD 6389,,,,,403R-00216,,
CO424255,R9-2-1-16-SD 9159,,,,,403R-00216,,
CO424255,R9-2-1-16-SS 5741,,,,,403R-00216,,
CO424255,SOG-BK9200,,,,,403R-00216,,
CO424255,SOG-BTG 9592,,,,,403R-00216,,
CO424255,SOG-Flo 4313,,,,,403R-00216,,
CO424255,SOG-Flo 6510,,,,,403R-00216,,
CO424255,SOG-Flo 8010,,,,,403R-00216,,
CO424255,SOG-Flo1791,,,,,403R-00216,,
CO424255,SOG-GA 5800,,,,,403R-00216,,
CO424255,SOG-GA 6824,,,,,403R-00216,,
CO424255,SOG-GA9995,,,,,403R-00216,,
CO424255,SOG-GC 3142,,,,,403R-00216,,
CO424255,SOG-GD 4363,,,,,403R-00216,,
CO424255,SOG-KB4268,,,,,403R-00216,,
CO424255,SOG-MB 2725,,,,,403R-00216,,
CO424255,SOG-P982132,,,,,403R-00216,,
CO424255,SOG-SB 3311,,,,,403R-00216,,
CO424255,SOG-SD7235,,,,,403R-00216,,
CO424366,Holland's Hope 3-1,402-00576,403-00856,,,,,
CO424366,Eisbaer 3-1,402-00576,403-00856,,,,,
CO424366,UK Cheese 3-1,402-00576,403-00856,,,,,
CO424366,Kong 3-1,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 3-1,402-00576,403-00856,,,,,
CO424366,Hollands Hope 237,402-00576,403-00856,,,,,
CO424366,UK Cheese 228,402-00576,403-00856,,,,,
CO424366,Hollands Hope 239,402-00576,403-00856,,,,,
CO424366,Hollands Hope 235,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 220,402-00576,403-00856,,,,,
CO424366,Hollands Hope 234,402-00576,403-00856,,,,,
CO424366,Hollands Hope 238,402-00576,403-00856,,,,,
CO424366,Kong 243,402-00576,403-00856,,,,,
CO424366,Hollands Hope 230,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 222,402-00576,403-00856,,,,,
CO424366,UK Cheese 227,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 240,402-00576,403-00856,,,,,
CO424366,Eisbaer 244,402-00576,403-00856,,,,,
CO424366,Hollands Hope 236,402-00576,403-00856,,,,,
CO424366,Kong 225,402-00576,403-00856,,,,,
CO424366,UK Cheese 229,402-00576,403-00856,,,,,
CO424366,Kong 224,402-00576,403-00856,,,,,
CO424366,Hollands Hope 231,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 221,402-00576,403-00856,,,,,
CO424366,Kong 223,402-00576,403-00856,,,,,
CO424366,Hollands Hope 232,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 218,402-00576,403-00856,,,,,
CO424366,Kong 241,402-00576,403-00856,,,,,
CO424366,Appalachian Mud Squid 219,402-00576,403-00856,,,,,
CO424366,Kong 226,402-00576,403-00856,,,,,
CO424366,Eisbaer 217,402-00576,403-00856,,,,,
CO424387,BHB 2/27/16,402-00039,403-00339,,,,,
CO424387,Blue Headband 01/26/16,402-00039,403-00339,,,,,
CO424387,Blueberry Headband 2/3/2016,402-00039,403-00339,,,,,
CO424387,Cotton Candy 2/11/16,402-00039,403-00339,,,,,
CO424387,GC 2/27/16,402-00039,403-00339,,,,,
CO424387,GC 2/3/2016,402-00039,403-00339,,,,,
CO424387,Golden Goat 2/11/16,402-00039,403-00339,,,,,
CO424387,Gorilla Glue 4 2/6/2016,402-00039,403-00339,,,,,
CO424387,GSC 7 2/11/16,402-00039,403-00339,,,,,
CO424387,Jack Frost - 2/11/16,402-00039,403-00339,,,,,
CO424387,Jack Frost 01/26/16,402-00039,403-00339,,,,,
CO424387,JF 2/27/16,402-00039,403-00339,,,,,
CO424387,Kong 2/11/16,402-00039,403-00339,,,,,
CO424387,Kong 2/3/2016,402-00039,403-00339,,,,,
CO424387,MS010116,402-00039,403-00339,,,,,
CO424387,MS010116,402-00039,403-00339,,,,,
CO424387,MS010116 AGC 1,402-00039,403-00339,,,,,
CO424387,MS010116 BB3 1,402-00039,403-00339,,,,,
CO424387,MS010116 CC 1,402-00039,403-00339,,,,,
CO424387,MS010116 GG 1,402-00039,403-00339,,,,,
CO424387,MS010116 JF 1,402-00039,403-00339,,,,,
CO424387,MS010116 SS 1,402-00039,403-00339,,,,,
CO424387,MS010116 WOG 1,402-00039,403-00339,,,,,
CO424387,OG Bubba 01/26/16,402-00039,403-00339,,,,,
CO424387,SS 2/27/16,402-00039,403-00339,,,,,
CO424387,Super Skunk 2/11/16,402-00039,403-00339,,,,,
CO424387,Tahoe OG 2/3/2016,402-00039,403-00339,,,,,
CO424387,West Coast Diesel 01/26/16,402-00039,403-00339,,,,,
CO424387,West Coast Diesel 2/11/16,402-00039,403-00339,,,,,
CO424387,WSD 2/27/16,402-00039,403-00339,,,,,
CO424398,1-11-16 Clusterfunk,,,,,403R-00445,,
CO424398,1-11-16 Black Bubba,,,,,403R-00445,,
CO424398,1-11-16 Cali Sunset,,,,,403R-00445,,
CO424398,1-11-16 LBK,,,,,403R-00445,,
CO424398,1-11-16 A-Dub,,,,,403R-00445,,
CO424398,1-11-16 Thunderf#ck,,,,,403R-00445,,
CO424398,1-11-16 Harlequin,,,,,403R-00445,,
CO424398,1-11-16 S.A.G.E.,,,,,403R-00445,,
CO424398,1-18-16 Cali Sunset,,,,,403R-00445,,
CO424398,1-25-16 Harlequin,,,,,403R-00445,,
CO424398,1-25-16 Juanita La Lagrimosa,,,,,403R-00445,,
CO424398,2-1-16 Purple Trainwreck,,,,,403R-00445,,
CO424398,2-1-16 Kali Mist,,,,,403R-00445,,
CO424398,2-1-16 Juanita La Lagrimosa,,,,,403R-00445,,
CO424398,2-1-16 Blue Dream,,,,,403R-00445,,
CO424398,2-1-16 Sour Diesel,,,,,403R-00445,,
CO424398,2-8-16 The White,,,,,403R-00445,,
CO424398,2-10-16 Orange Deadman,,,,,403R-00445,,
CO424398,2-10-16 Black Bubba,,,,,403R-00445,,
CO424398,2-10-16 Clusterfunk,,,,,403R-00445,,
CO424398,2-15-16 Super Lemon Haze,,,,,403R-00445,,
CO424398,2-15-16 Sour Diesel,,,,,403R-00445,,
CO424398,2-15-16 Thunderf#ck,,,,,403R-00445,,
CO424398,2-15-16 Kali Mist,,,,,403R-00445,,
CO424398,2-15-16 LBK,,,,,403R-00445,,
CO424398,2-15-16 Purple Trainwreck,,,,,403R-00445,,
CO424398,2-22-16 Clusterfunk,,,,,403R-00445,,
CO424398,3-7-16 Orange Deadman,,,,,403R-00445,,
CO424398,3-10-16 Trainwreck,,,,,403R-00445,,
CO424398,3-10-16 '91 Chemdawg,,,,,403R-00445,,
CO424398,3-10-16 Ult. '91 Chem,,,,,403R-00445,,
